Symbol,Period,Metric,Value
MA,2007-12,Dividends per Basic Common Share,0.01
MA,2007-12,Gross Margin,1
MA,2007-12,EBITDA Margin,0.474
MA,2007-12,EBIT Margin,0.4497
MA,2007-12,Profit Margin,0.284
MA,2007-12,Free Cash Flow Margin,0.0069
MA,2007-12,EBITDA,508
MA,2007-12,EBIT,482
MA,2007-12,Consolidated Income,304
V,2017-06,Cash and Equivalents,8467
V,2017-06,Investments Current,2754
V,2017-06,Trade and Non-Trade Receivables,2524
V,2017-06,Inventory,0
V,2017-06,Current Assets,15718
V,2017-06,Property  Plant & Equipment Net,2202
V,2017-06,Goodwill and Intangible Assets,42331
V,2017-06,Investments Non-Current,2117
V,2017-06,Tax Assets,0
V,2017-06,Assets Non-Current,48282
V,2017-06,Total Assets,64000
V,2017-06,Trade and Non-Trade Payables,2205
V,2017-06,Debt Current,1749
V,2017-06,Current Liabilities,9511
V,2017-06,Debt Non-Current,14142
V,2017-06,Deferred Revenue,0
V,2017-06,Tax Liabilities,5888
V,2017-06,Deposit Liabilities,0
V,2017-06,Liabilities Non-Current,22545
V,2017-06,Total Liabilities,32056
V,2017-06,Accumulated Other Comprehensive Income,118
V,2017-06,Accumulated Retained Earnings (Deficit),9299
V,2017-06,Shareholders Equity,31944
V,2017-06,Investments,4871
V,2017-06,Total Debt,15891
V,2017-06,Cash and Short Term Investments,11221
V,2017-03,Cash and Equivalents,7456
V,2017-03,Investments Current,1495
V,2017-03,Trade and Non-Trade Receivables,4431
V,2017-03,Inventory,0
V,2017-03,Current Assets,15505
V,2017-03,Property  Plant & Equipment Net,2133
V,2017-03,Goodwill and Intangible Assets,41241
V,2017-03,Investments Non-Current,2927
V,2017-03,Tax Assets,0
V,2017-03,Assets Non-Current,47722
V,2017-03,Total Assets,63227
V,2017-03,Trade and Non-Trade Payables,2999
V,2017-03,Debt Current,1748
V,2017-03,Current Liabilities,10206
V,2017-03,Debt Non-Current,14140
V,2017-03,Deferred Revenue,0
V,2017-03,Tax Liabilities,5731
V,2017-03,Deposit Liabilities,0
V,2017-03,Liabilities Non-Current,22238
V,2017-03,Total Liabilities,32444
V,2017-03,Accumulated Other Comprehensive Income,-980
V,2017-03,Accumulated Retained Earnings (Deficit),9140
V,2017-03,Shareholders Equity,30783
V,2017-03,Investments,4422
V,2017-03,Total Debt,15888
V,2017-03,Cash and Short Term Investments,8951
V,2016-12,Cash and Equivalents,6852
V,2016-12,Investments Current,3697
V,2016-12,Trade and Non-Trade Receivables,2453
V,2016-12,Inventory,0
V,2016-12,Current Assets,14689
V,2016-12,Property  Plant & Equipment Net,2201
V,2016-12,Goodwill and Intangible Assets,41273
V,2016-12,Investments Non-Current,3834
V,2016-12,Tax Assets,0
V,2016-12,Assets Non-Current,48681
V,2016-12,Total Assets,63370
V,2016-12,Trade and Non-Trade Payables,2177
V,2016-12,Debt Current,2313
V,2016-12,Current Liabilities,10341
V,2016-12,Debt Non-Current,14138
V,2016-12,Deferred Revenue,0
V,2016-12,Tax Liabilities,4822
V,2016-12,Deposit Liabilities,0
V,2016-12,Liabilities Non-Current,21303
V,2016-12,Total Liabilities,31644
V,2016-12,Accumulated Other Comprehensive Income,-1369
V,2016-12,Accumulated Retained Earnings (Deficit),10492
V,2016-12,Shareholders Equity,31726
V,2016-12,Investments,7531
V,2016-12,Total Debt,16451
V,2016-12,Cash and Short Term Investments,10549
V,2016-09,Cash and Equivalents,6646
V,2016-09,Investments Current,3319
V,2016-09,Trade and Non-Trade Receivables,2508
V,2016-09,Inventory,0
V,2016-09,Current Assets,14313
V,2016-09,Property  Plant & Equipment Net,2150
V,2016-09,Goodwill and Intangible Assets,42300
V,2016-09,Investments Non-Current,3931
V,2016-09,Tax Assets,0
V,2016-09,Assets Non-Current,49722
V,2016-09,Total Assets,64035
V,2016-09,Trade and Non-Trade Payables,2287
V,2016-09,Debt Current,0
V,2016-09,Current Liabilities,8046
V,2016-09,Debt Non-Current,15882
V,2016-09,Deferred Revenue,0
V,2016-09,Tax Liabilities,4808
V,2016-09,Deposit Liabilities,0
V,2016-09,Liabilities Non-Current,23077
V,2016-09,Total Liabilities,31123
V,2016-09,Accumulated Other Comprehensive Income,-458
V,2016-09,Accumulated Retained Earnings (Deficit),10462
V,2016-09,Shareholders Equity,32912
V,2016-09,Investments,7250
V,2016-09,Total Debt,15882
V,2016-09,Cash and Short Term Investments,9965
V,2016-06,Cash and Equivalents,6914
V,2016-06,Investments Current,2865
V,2016-06,Trade and Non-Trade Receivables,2565
V,2016-06,Inventory,0
V,2016-06,Current Assets,14374
V,2016-06,Property  Plant & Equipment Net,2136
V,2016-06,Goodwill and Intangible Assets,42122
V,2016-06,Investments Non-Current,3792
V,2016-06,Tax Assets,0
V,2016-06,Assets Non-Current,49493
V,2016-06,Total Assets,63867
V,2016-06,Trade and Non-Trade Payables,2114
V,2016-06,Debt Current,0
V,2016-06,Current Liabilities,7783
V,2016-06,Debt Non-Current,15879
V,2016-06,Deferred Revenue,0
V,2016-06,Tax Liabilities,4977
V,2016-06,Deposit Liabilities,0
V,2016-06,Liabilities Non-Current,23257
V,2016-06,Total Liabilities,31040
V,2016-06,Accumulated Other Comprehensive Income,-543
V,2016-06,Accumulated Retained Earnings (Deficit),10334
V,2016-06,Shareholders Equity,32827
V,2016-06,Investments,6657
V,2016-06,Total Debt,15879
V,2016-06,Cash and Short Term Investments,9779
V,2016-03,Cash and Equivalents,17004
V,2016-03,Investments Current,3954
V,2016-03,Trade and Non-Trade Receivables,1358
V,2016-03,Inventory,0
V,2016-03,Current Assets,24303
V,2016-03,Property  Plant & Equipment Net,1883
V,2016-03,Goodwill and Intangible Assets,23171
V,2016-03,Investments Non-Current,3617
V,2016-03,Tax Assets,0
V,2016-03,Assets Non-Current,30023
V,2016-03,Total Assets,54326
V,2016-03,Trade and Non-Trade Payables,813
V,2016-03,Debt Current,0
V,2016-03,Current Liabilities,5125
V,2016-03,Debt Non-Current,15876
V,2016-03,Deferred Revenue,0
V,2016-03,Tax Liabilities,3256
V,2016-03,Deposit Liabilities,0
V,2016-03,Liabilities Non-Current,20070
V,2016-03,Total Liabilities,25195
V,2016-03,Accumulated Other Comprehensive Income,-96
V,2016-03,Accumulated Retained Earnings (Deficit),11582
V,2016-03,Shareholders Equity,29131
V,2016-03,Investments,7571
V,2016-03,Total Debt,15876
V,2016-03,Cash and Short Term Investments,20958
V,2015-12,Cash and Equivalents,13898
V,2015-12,Investments Current,8508
V,2015-12,Trade and Non-Trade Receivables,1365
V,2015-12,Inventory,0
V,2015-12,Current Assets,25473
V,2015-12,Property  Plant & Equipment Net,1884
V,2015-12,Goodwill and Intangible Assets,23173
V,2015-12,Investments Non-Current,3510
V,2015-12,Tax Assets,0
V,2015-12,Assets Non-Current,29504
V,2015-12,Total Assets,54977
V,2015-12,Trade and Non-Trade Payables,862
V,2015-12,Debt Current,0
V,2015-12,Current Liabilities,5357
V,2015-12,Debt Non-Current,15877
V,2015-12,Deferred Revenue,0
V,2015-12,Tax Liabilities,3344
V,2015-12,Deposit Liabilities,0
V,2015-12,Liabilities Non-Current,20144
V,2015-12,Total Liabilities,25501
V,2015-12,Accumulated Other Comprehensive Income,-49
V,2015-12,Accumulated Retained Earnings (Deficit),11701
V,2015-12,Shareholders Equity,29476
V,2015-12,Investments,12018
V,2015-12,Total Debt,15877
V,2015-12,Cash and Short Term Investments,22406
V,2015-09,Cash and Equivalents,4590
V,2015-09,Investments Current,2497
V,2015-09,Trade and Non-Trade Receivables,1255
V,2015-09,Inventory,0
V,2015-09,Current Assets,10021
V,2015-09,Property  Plant & Equipment Net,1888
V,2015-09,Goodwill and Intangible Assets,23186
V,2015-09,Investments Non-Current,3389
V,2015-09,Tax Assets,0
V,2015-09,Assets Non-Current,29346
V,2015-09,Total Assets,39367
V,2015-09,Trade and Non-Trade Payables,907
V,2015-09,Debt Current,0
V,2015-09,Current Liabilities,5355
V,2015-09,Debt Non-Current,0
V,2015-09,Deferred Revenue,0
V,2015-09,Tax Liabilities,3273
V,2015-09,Deposit Liabilities,0
V,2015-09,Liabilities Non-Current,4170
V,2015-09,Total Liabilities,9525
V,2015-09,Accumulated Other Comprehensive Income,-74
V,2015-09,Accumulated Retained Earnings (Deficit),11843
V,2015-09,Shareholders Equity,29842
V,2015-09,Investments,5886
V,2015-09,Total Debt,0
V,2015-09,Cash and Short Term Investments,7087
V,2015-06,Cash and Equivalents,3290
V,2015-06,Investments Current,2575
V,2015-06,Trade and Non-Trade Receivables,1596
V,2015-06,Inventory,0
V,2015-06,Current Assets,10068
V,2015-06,Property  Plant & Equipment Net,1847
V,2015-06,Goodwill and Intangible Assets,23200
V,2015-06,Investments Non-Current,3305
V,2015-06,Tax Assets,834
V,2015-06,Assets Non-Current,29361
V,2015-06,Total Assets,39429
V,2015-06,Trade and Non-Trade Payables,1326
V,2015-06,Debt Current,0
V,2015-06,Current Liabilities,5789
V,2015-06,Debt Non-Current,0
V,2015-06,Deferred Revenue,0
V,2015-06,Tax Liabilities,4134
V,2015-06,Deposit Liabilities,0
V,2015-06,Liabilities Non-Current,5013
V,2015-06,Total Liabilities,10802
V,2015-06,Accumulated Other Comprehensive Income,-4
V,2015-06,Accumulated Retained Earnings (Deficit),10623
V,2015-06,Shareholders Equity,28627
V,2015-06,Investments,5880
V,2015-06,Total Debt,0
V,2015-06,Cash and Short Term Investments,5865
V,2015-03,Cash and Equivalents,3217
V,2015-03,Investments Current,2567
V,2015-03,Trade and Non-Trade Receivables,1575
V,2015-03,Inventory,0
V,2015-03,Current Assets,10105
V,2015-03,Property  Plant & Equipment Net,1843
V,2015-03,Goodwill and Intangible Assets,23132
V,2015-03,Investments Non-Current,2785
V,2015-03,Tax Assets,838
V,2015-03,Assets Non-Current,28730
V,2015-03,Total Assets,38835
V,2015-03,Trade and Non-Trade Payables,1207
V,2015-03,Debt Current,0
V,2015-03,Current Liabilities,5443
V,2015-03,Debt Non-Current,0
V,2015-03,Deferred Revenue,0
V,2015-03,Tax Liabilities,4131
V,2015-03,Deposit Liabilities,0
V,2015-03,Liabilities Non-Current,5155
V,2015-03,Total Liabilities,10598
V,2015-03,Accumulated Other Comprehensive Income,31
V,2015-03,Accumulated Retained Earnings (Deficit),10108
V,2015-03,Shareholders Equity,28237
V,2015-03,Investments,5352
V,2015-03,Total Debt,0
V,2015-03,Cash and Short Term Investments,5784
V,2014-12,Cash and Equivalents,3483
V,2014-12,Investments Current,2495
V,2014-12,Trade and Non-Trade Receivables,1400
V,2014-12,Inventory,0
V,2014-12,Current Assets,9864
V,2014-12,Property  Plant & Equipment Net,1861
V,2014-12,Goodwill and Intangible Assets,23148
V,2014-12,Investments Non-Current,3039
V,2014-12,Tax Assets,927
V,2014-12,Assets Non-Current,29020
V,2014-12,Total Assets,38884
V,2014-12,Trade and Non-Trade Payables,990
V,2014-12,Debt Current,0
V,2014-12,Current Liabilities,5798
V,2014-12,Debt Non-Current,0
V,2014-12,Deferred Revenue,0
V,2014-12,Tax Liabilities,4139
V,2014-12,Deposit Liabilities,0
V,2014-12,Liabilities Non-Current,5144
V,2014-12,Total Liabilities,10942
V,2014-12,Accumulated Other Comprehensive Income,10
V,2014-12,Accumulated Retained Earnings (Deficit),9732
V,2014-12,Shareholders Equity,27942
V,2014-12,Investments,5534
V,2014-12,Total Debt,0
V,2014-12,Cash and Short Term Investments,5978
V,2014-09,Cash and Equivalents,3469
V,2014-09,Investments Current,1979
V,2014-09,Trade and Non-Trade Receivables,1608
V,2014-09,Inventory,0
V,2014-09,Current Assets,9562
V,2014-09,Property  Plant & Equipment Net,1892
V,2014-09,Goodwill and Intangible Assets,23164
V,2014-09,Investments Non-Current,3046
V,2014-09,Tax Assets,1028
V,2014-09,Assets Non-Current,29007
V,2014-09,Total Assets,38569
V,2014-09,Trade and Non-Trade Payables,1479
V,2014-09,Debt Current,0
V,2014-09,Current Liabilities,6006
V,2014-09,Debt Non-Current,0
V,2014-09,Deferred Revenue,0
V,2014-09,Tax Liabilities,4145
V,2014-09,Deposit Liabilities,0
V,2014-09,Liabilities Non-Current,5150
V,2014-09,Total Liabilities,11156
V,2014-09,Accumulated Other Comprehensive Income,-17
V,2014-09,Accumulated Retained Earnings (Deficit),9131
V,2014-09,Shareholders Equity,27413
V,2014-09,Investments,5025
V,2014-09,Total Debt,0
V,2014-09,Cash and Short Term Investments,5448
V,2014-06,Cash and Equivalents,3163
V,2014-06,Investments Current,2006
V,2014-06,Trade and Non-Trade Receivables,1599
V,2014-06,Inventory,0
V,2014-06,Current Assets,9025
V,2014-06,Property  Plant & Equipment Net,1772
V,2014-06,Goodwill and Intangible Assets,23168
V,2014-06,Investments Non-Current,2856
V,2014-06,Tax Assets,856
V,2014-06,Assets Non-Current,28650
V,2014-06,Total Assets,37675
V,2014-06,Trade and Non-Trade Payables,1408
V,2014-06,Debt Current,0
V,2014-06,Current Liabilities,5314
V,2014-06,Debt Non-Current,0
V,2014-06,Deferred Revenue,0
V,2014-06,Tax Liabilities,4170
V,2014-06,Deposit Liabilities,0
V,2014-06,Liabilities Non-Current,5075
V,2014-06,Total Liabilities,10389
V,2014-06,Accumulated Other Comprehensive Income,-16
V,2014-06,Accumulated Retained Earnings (Deficit),8909
V,2014-06,Shareholders Equity,27286
V,2014-06,Investments,4862
V,2014-06,Total Debt,0
V,2014-06,Cash and Short Term Investments,5169
V,2014-03,Cash and Equivalents,2925
V,2014-03,Investments Current,1674
V,2014-03,Trade and Non-Trade Receivables,1584
V,2014-03,Inventory,0
V,2014-03,Current Assets,8507
V,2014-03,Property  Plant & Equipment Net,1760
V,2014-03,Goodwill and Intangible Assets,22998
V,2014-03,Investments Non-Current,3143
V,2014-03,Tax Assets,883
V,2014-03,Assets Non-Current,28756
V,2014-03,Total Assets,37263
V,2014-03,Trade and Non-Trade Payables,1213
V,2014-03,Debt Current,0
V,2014-03,Current Liabilities,4961
V,2014-03,Debt Non-Current,0
V,2014-03,Deferred Revenue,0
V,2014-03,Tax Liabilities,4146
V,2014-03,Deposit Liabilities,0
V,2014-03,Liabilities Non-Current,5007
V,2014-03,Total Liabilities,9968
V,2014-03,Accumulated Other Comprehensive Income,26
V,2014-03,Accumulated Retained Earnings (Deficit),8714
V,2014-03,Shareholders Equity,27295
V,2014-03,Investments,4817
V,2014-03,Total Debt,0
V,2014-03,Cash and Short Term Investments,4599
V,2013-12,Cash and Equivalents,2170
V,2013-12,Investments Current,1969
V,2013-12,Trade and Non-Trade Receivables,1728
V,2013-12,Inventory,0
V,2013-12,Current Assets,7765
V,2013-12,Property  Plant & Equipment Net,1746
V,2013-12,Goodwill and Intangible Assets,23015
V,2013-12,Investments Non-Current,3110
V,2013-12,Tax Assets,486
V,2013-12,Assets Non-Current,28483
V,2013-12,Total Assets,36248
V,2013-12,Trade and Non-Trade Payables,1347
V,2013-12,Debt Current,0
V,2013-12,Current Liabilities,4385
V,2013-12,Debt Non-Current,0
V,2013-12,Deferred Revenue,0
V,2013-12,Tax Liabilities,4160
V,2013-12,Deposit Liabilities,0
V,2013-12,Liabilities Non-Current,4849
V,2013-12,Total Liabilities,9234
V,2013-12,Accumulated Other Comprehensive Income,43
V,2013-12,Accumulated Retained Earnings (Deficit),8269
V,2013-12,Shareholders Equity,27014
V,2013-12,Investments,5079
V,2013-12,Total Debt,0
V,2013-12,Cash and Short Term Investments,4139
V,2013-09,Cash and Equivalents,2235
V,2013-09,Investments Current,2069
V,2013-09,Trade and Non-Trade Receivables,1560
V,2013-09,Inventory,0
V,2013-09,Current Assets,7822
V,2013-09,Property  Plant & Equipment Net,1732
V,2013-09,Goodwill and Intangible Assets,23032
V,2013-09,Investments Non-Current,2819
V,2013-09,Tax Assets,623
V,2013-09,Assets Non-Current,28134
V,2013-09,Total Assets,35956
V,2013-09,Trade and Non-Trade Payables,1409
V,2013-09,Debt Current,0
V,2013-09,Current Liabilities,4335
V,2013-09,Debt Non-Current,0
V,2013-09,Deferred Revenue,0
V,2013-09,Tax Liabilities,4149
V,2013-09,Deposit Liabilities,0
V,2013-09,Liabilities Non-Current,4751
V,2013-09,Total Liabilities,9086
V,2013-09,Accumulated Other Comprehensive Income,21
V,2013-09,Accumulated Retained Earnings (Deficit),7974
V,2013-09,Shareholders Equity,26870
V,2013-09,Investments,4888
V,2013-09,Total Debt,0
V,2013-09,Cash and Short Term Investments,4304
V,2013-06,Cash and Equivalents,1502
V,2013-06,Investments Current,1895
V,2013-06,Trade and Non-Trade Receivables,1238
V,2013-06,Inventory,0
V,2013-06,Current Assets,6941
V,2013-06,Property  Plant & Equipment Net,1689
V,2013-06,Goodwill and Intangible Assets,23049
V,2013-06,Investments Non-Current,3215
V,2013-06,Tax Assets,1029
V,2013-06,Assets Non-Current,28344
V,2013-06,Total Assets,35285
V,2013-06,Trade and Non-Trade Payables,948
V,2013-06,Debt Current,0
V,2013-06,Current Liabilities,3671
V,2013-06,Debt Non-Current,0
V,2013-06,Deferred Revenue,0
V,2013-06,Tax Liabilities,4043
V,2013-06,Deposit Liabilities,0
V,2013-06,Liabilities Non-Current,4611
V,2013-06,Total Liabilities,8282
V,2013-06,Accumulated Other Comprehensive Income,-116
V,2013-06,Accumulated Retained Earnings (Deficit),7989
V,2013-06,Shareholders Equity,27003
V,2013-06,Investments,5110
V,2013-06,Total Debt,0
V,2013-06,Cash and Short Term Investments,3397
V,2013-03,Cash and Equivalents,1426
V,2013-03,Investments Current,1342
V,2013-03,Trade and Non-Trade Receivables,1290
V,2013-03,Inventory,0
V,2013-03,Current Assets,6914
V,2013-03,Property  Plant & Equipment Net,1674
V,2013-03,Goodwill and Intangible Assets,23066
V,2013-03,Investments Non-Current,3009
V,2013-03,Tax Assets,1584
V,2013-03,Assets Non-Current,28145
V,2013-03,Total Assets,35059
V,2013-03,Trade and Non-Trade Payables,840
V,2013-03,Debt Current,0
V,2013-03,Current Liabilities,3539
V,2013-03,Debt Non-Current,0
V,2013-03,Deferred Revenue,0
V,2013-03,Tax Liabilities,4046
V,2013-03,Deposit Liabilities,0
V,2013-03,Liabilities Non-Current,4625
V,2013-03,Total Liabilities,8164
V,2013-03,Accumulated Other Comprehensive Income,-133
V,2013-03,Accumulated Retained Earnings (Deficit),7723
V,2013-03,Shareholders Equity,26895
V,2013-03,Investments,4351
V,2013-03,Total Debt,0
V,2013-03,Cash and Short Term Investments,2768
V,2012-12,Cash and Equivalents,1383
V,2012-12,Investments Current,1451
V,2012-12,Trade and Non-Trade Receivables,1660
V,2012-12,Inventory,0
V,2012-12,Current Assets,7387
V,2012-12,Property  Plant & Equipment Net,1641
V,2012-12,Goodwill and Intangible Assets,23084
V,2012-12,Investments Non-Current,3435
V,2012-12,Tax Assets,1730
V,2012-12,Assets Non-Current,28472
V,2012-12,Total Assets,35859
V,2012-12,Trade and Non-Trade Payables,1186
V,2012-12,Debt Current,0
V,2012-12,Current Liabilities,3747
V,2012-12,Debt Non-Current,0
V,2012-12,Deferred Revenue,0
V,2012-12,Tax Liabilities,4057
V,2012-12,Deposit Liabilities,0
V,2012-12,Liabilities Non-Current,4524
V,2012-12,Total Liabilities,8271
V,2012-12,Accumulated Other Comprehensive Income,-137
V,2012-12,Accumulated Retained Earnings (Deficit),7997
V,2012-12,Shareholders Equity,27588
V,2012-12,Investments,4886
V,2012-12,Total Debt,0
V,2012-12,Cash and Short Term Investments,2834
V,2012-09,Cash and Equivalents,6506
V,2012-09,Investments Current,743
V,2012-09,Trade and Non-Trade Receivables,1177
V,2012-09,Inventory,0
V,2012-09,Current Assets,11786
V,2012-09,Property  Plant & Equipment Net,1634
V,2012-09,Goodwill and Intangible Assets,23101
V,2012-09,Investments Non-Current,3286
V,2012-09,Tax Assets,2206
V,2012-09,Assets Non-Current,28227
V,2012-09,Total Assets,40013
V,2012-09,Trade and Non-Trade Payables,871
V,2012-09,Debt Current,0
V,2012-09,Current Liabilities,7954
V,2012-09,Debt Non-Current,0
V,2012-09,Deferred Revenue,0
V,2012-09,Tax Liabilities,4058
V,2012-09,Deposit Liabilities,0
V,2012-09,Liabilities Non-Current,4429
V,2012-09,Total Liabilities,12383
V,2012-09,Accumulated Other Comprehensive Income,-171
V,2012-09,Accumulated Retained Earnings (Deficit),7809
V,2012-09,Shareholders Equity,27630
V,2012-09,Investments,4029
V,2012-09,Total Debt,0
V,2012-09,Cash and Short Term Investments,7249
V,2012-06,Cash and Equivalents,5840
V,2012-06,Investments Current,745
V,2012-06,Trade and Non-Trade Receivables,1236
V,2012-06,Inventory,0
V,2012-06,Current Assets,10899
V,2012-06,Property  Plant & Equipment Net,1581
V,2012-06,Goodwill and Intangible Assets,23118
V,2012-06,Investments Non-Current,2924
V,2012-06,Tax Assets,1645
V,2012-06,Assets Non-Current,27842
V,2012-06,Total Assets,38741
V,2012-06,Trade and Non-Trade Payables,858
V,2012-06,Debt Current,0
V,2012-06,Current Liabilities,7854
V,2012-06,Debt Non-Current,0
V,2012-06,Deferred Revenue,0
V,2012-06,Tax Liabilities,3944
V,2012-06,Deposit Liabilities,0
V,2012-06,Liabilities Non-Current,4729
V,2012-06,Total Liabilities,12583
V,2012-06,Accumulated Other Comprehensive Income,-175
V,2012-06,Accumulated Retained Earnings (Deficit),6411
V,2012-06,Shareholders Equity,26158
V,2012-06,Investments,3669
V,2012-06,Total Debt,0
V,2012-06,Cash and Short Term Investments,6585
V,2012-03,Cash and Equivalents,6324
V,2012-03,Investments Current,915
V,2012-03,Trade and Non-Trade Receivables,1163
V,2012-03,Inventory,0
V,2012-03,Current Assets,10295
V,2012-03,Property  Plant & Equipment Net,1540
V,2012-03,Goodwill and Intangible Assets,23105
V,2012-03,Investments Non-Current,1701
V,2012-03,Tax Assets,430
V,2012-03,Assets Non-Current,26551
V,2012-03,Total Assets,36846
V,2012-03,Trade and Non-Trade Payables,777
V,2012-03,Debt Current,0
V,2012-03,Current Liabilities,3587
V,2012-03,Debt Non-Current,0
V,2012-03,Deferred Revenue,0
V,2012-03,Tax Liabilities,3941
V,2012-03,Deposit Liabilities,0
V,2012-03,Liabilities Non-Current,4738
V,2012-03,Total Liabilities,8325
V,2012-03,Accumulated Other Comprehensive Income,-176
V,2012-03,Accumulated Retained Earnings (Deficit),8688
V,2012-03,Shareholders Equity,28521
V,2012-03,Investments,2616
V,2012-03,Total Debt,0
V,2012-03,Cash and Short Term Investments,7239
V,2011-12,Cash and Equivalents,6294
V,2011-12,Investments Current,799
V,2011-12,Trade and Non-Trade Receivables,1138
V,2011-12,Inventory,0
V,2011-12,Current Assets,9978
V,2011-12,Property  Plant & Equipment Net,1542
V,2011-12,Goodwill and Intangible Assets,23122
V,2011-12,Investments Non-Current,900
V,2011-12,Tax Assets,461
V,2011-12,Assets Non-Current,25790
V,2011-12,Total Assets,35768
V,2011-12,Trade and Non-Trade Payables,513
V,2011-12,Debt Current,0
V,2011-12,Current Liabilities,3537
V,2011-12,Debt Non-Current,0
V,2011-12,Deferred Revenue,0
V,2011-12,Tax Liabilities,4212
V,2011-12,Deposit Liabilities,0
V,2011-12,Liabilities Non-Current,4930
V,2011-12,Total Liabilities,8467
V,2011-12,Accumulated Other Comprehensive Income,-172
V,2011-12,Accumulated Retained Earnings (Deficit),7544
V,2011-12,Shareholders Equity,27301
V,2011-12,Investments,1699
V,2011-12,Total Debt,0
V,2011-12,Cash and Short Term Investments,7093
V,2011-09,Cash and Equivalents,4984
V,2011-09,Investments Current,1271
V,2011-09,Trade and Non-Trade Receivables,972
V,2011-09,Inventory,0
V,2011-09,Current Assets,9190
V,2011-09,Property  Plant & Equipment Net,1541
V,2011-09,Goodwill and Intangible Assets,23104
V,2011-09,Investments Non-Current,711
V,2011-09,Tax Assets,489
V,2011-09,Assets Non-Current,25570
V,2011-09,Total Assets,34760
V,2011-09,Trade and Non-Trade Payables,618
V,2011-09,Debt Current,0
V,2011-09,Current Liabilities,3451
V,2011-09,Debt Non-Current,0
V,2011-09,Deferred Revenue,0
V,2011-09,Tax Liabilities,4205
V,2011-09,Deposit Liabilities,0
V,2011-09,Liabilities Non-Current,4872
V,2011-09,Total Liabilities,8323
V,2011-09,Accumulated Other Comprehensive Income,-176
V,2011-09,Accumulated Retained Earnings (Deficit),6706
V,2011-09,Shareholders Equity,26437
V,2011-09,Investments,1982
V,2011-09,Total Debt,0
V,2011-09,Cash and Short Term Investments,6255
V,2011-06,Cash and Equivalents,6527
V,2011-06,Investments Current,220
V,2011-06,Trade and Non-Trade Receivables,956
V,2011-06,Inventory,0
V,2011-06,Current Assets,9516
V,2011-06,Property  Plant & Equipment Net,1510
V,2011-06,Goodwill and Intangible Assets,23121
V,2011-06,Investments Non-Current,7
V,2011-06,Tax Assets,507
V,2011-06,Assets Non-Current,24931
V,2011-06,Total Assets,34447
V,2011-06,Trade and Non-Trade Payables,558
V,2011-06,Debt Current,13
V,2011-06,Current Liabilities,3531
V,2011-06,Debt Non-Current,22
V,2011-06,Deferred Revenue,0
V,2011-06,Tax Liabilities,4254
V,2011-06,Deposit Liabilities,0
V,2011-06,Liabilities Non-Current,4864
V,2011-06,Total Liabilities,8395
V,2011-06,Accumulated Other Comprehensive Income,-136
V,2011-06,Accumulated Retained Earnings (Deficit),6130
V,2011-06,Shareholders Equity,26050
V,2011-06,Investments,227
V,2011-06,Total Debt,35
V,2011-06,Cash and Short Term Investments,6747
V,2011-03,Cash and Equivalents,6509
V,2011-03,Investments Current,197
V,2011-03,Trade and Non-Trade Receivables,935
V,2011-03,Inventory,0
V,2011-03,Current Assets,9606
V,2011-03,Property  Plant & Equipment Net,1453
V,2011-03,Goodwill and Intangible Assets,23052
V,2011-03,Investments Non-Current,8
V,2011-03,Tax Assets,497
V,2011-03,Assets Non-Current,24816
V,2011-03,Total Assets,34422
V,2011-03,Trade and Non-Trade Payables,411
V,2011-03,Debt Current,12
V,2011-03,Current Liabilities,3465
V,2011-03,Debt Non-Current,25
V,2011-03,Deferred Revenue,0
V,2011-03,Tax Liabilities,4205
V,2011-03,Deposit Liabilities,0
V,2011-03,Liabilities Non-Current,4803
V,2011-03,Total Liabilities,8268
V,2011-03,Accumulated Other Comprehensive Income,-139
V,2011-03,Accumulated Retained Earnings (Deficit),5707
V,2011-03,Shareholders Equity,26151
V,2011-03,Investments,205
V,2011-03,Total Debt,37
V,2011-03,Cash and Short Term Investments,6706
V,2010-12,Cash and Equivalents,6350
V,2010-12,Investments Current,201
V,2010-12,Trade and Non-Trade Receivables,1033
V,2010-12,Inventory,0
V,2010-12,Current Assets,9355
V,2010-12,Property  Plant & Equipment Net,1380
V,2010-12,Goodwill and Intangible Assets,22910
V,2010-12,Investments Non-Current,15
V,2010-12,Tax Assets,545
V,2010-12,Assets Non-Current,24634
V,2010-12,Total Assets,33989
V,2010-12,Trade and Non-Trade Payables,525
V,2010-12,Debt Current,12
V,2010-12,Current Liabilities,3679
V,2010-12,Debt Non-Current,29
V,2010-12,Deferred Revenue,0
V,2010-12,Tax Liabilities,4186
V,2010-12,Deposit Liabilities,0
V,2010-12,Liabilities Non-Current,4766
V,2010-12,Total Liabilities,8445
V,2010-12,Accumulated Other Comprehensive Income,-150
V,2010-12,Accumulated Retained Earnings (Deficit),5023
V,2010-12,Shareholders Equity,25541
V,2010-12,Investments,216
V,2010-12,Total Debt,41
V,2010-12,Cash and Short Term Investments,6551
V,2010-09,Cash and Equivalents,5803
V,2010-09,Investments Current,184
V,2010-09,Trade and Non-Trade Receivables,878
V,2010-09,Inventory,0
V,2010-09,Current Assets,8734
V,2010-09,Property  Plant & Equipment Net,1357
V,2010-09,Goodwill and Intangible Assets,22925
V,2010-09,Investments Non-Current,27
V,2010-09,Tax Assets,623
V,2010-09,Assets Non-Current,24674
V,2010-09,Total Assets,33408
V,2010-09,Trade and Non-Trade Payables,543
